transcript_id,bw2-FR1,bw2-FR2,bw2-FR3,bw2-R1,bw2-R2,bw2-R3
MSTRG.4525.6,4,4,10,4,7,18
MSTRG.10655.1,811,1260,1049,1219,1260,957
rna-NM_100995.3,0,0,0,0,0,0
MSTRG.5697.1,35,57,39,50,51,120
MSTRG.4525.9,755,1350,886,1769,1827,894
MSTRG.4525.8,26,53,65,60,73,94
rna-NM_102421.2,21,5,11,22,27,23
rna-NM_103871.4,0,0,0,0,0,0
rna-NM_102560.3,0,0,0,0,0,0
MSTRG.13769.1,92,201,99,268,307,155
MSTRG.9581.1,50,40,52,90,58,219
MSTRG.13956.1,60,109,70,1047,1053,1046
rna-NM_001332562.1,0,0,0,0,0,0
rna-NM_101106.2,0,35,0,40,0,26
rna-NM_001084238.2,0,0,0,0,3,0
rna-NM_001333150.1,0,0,0,0,0,0
rna-NM_001332423.1,0,0,0,0,0,0
MSTRG.4782.1,2780,4282,4055,5179,4843,4819
MSTRG.16611.1,129,178,144,234,231,696
rna-NM_001334623.1,0,0,0,0,0,0
MSTRG.6637.1,450,650,538,802,815,708
rna-NM_106103.4,0,0,5,0,0,8
rna-NM_106632.4,0,150,0,0,0,0
MSTRG.5532.1,24,0,47,272,114,206
rna-NM_103577.4,0,0,0,0,6,0
MSTRG.10641.1,774,1137,967,2542,2280,2939
rna-gnl|JCVI|mRNA.AT1G51750.1,0,0,0,2,0,3
MSTRG.8991.1,23,35,31,49,29,80
rna-NM_102435.2,0,0,0,0,3,0
MSTRG.9148.1,129,199,133,187,138,306
rna-NM_001334633.1,0,0,0,0,0,0
MSTRG.8442.1,497,727,561,949,880,942
rna-NM_179477.2,0,0,0,0,0,0
MSTRG.3414.2,18,30,24,63,82,48
MSTRG.6359.1,5050,7272,6388,4435,4118,5335
rna-NM_001333579.1,0,0,0,0,0,0
rna-NM_100425.4,75,179,104,92,69,343
MSTRG.9781.1,150,228,216,382,335,511
MSTRG.17830.1,424,802,689,791,782,841
rna-NM_001084117.3,0,0,3,0,0,0
MSTRG.16646.1,1033,1353,1308,1693,1412,2235
MSTRG.8314.1,7,22,6,15,7,77
MSTRG.11107.1,19,34,26,16,4,25
MSTRG.9176.1,2581,4207,3477,2929,2912,3622
MSTRG.18077.1,1651,2356,1896,1759,1443,1975
rna-gnl|WGS:|mrna.AT1G60025-RA,0,0,0,0,0,0
rna-NM_001333126.1,0,0,0,0,0,0
MSTRG.111.1,632,953,704,762,687,875
MSTRG.7746.1,77,84,63,111,64,206
rna-NM_001084107.2,0,0,0,0,0,0
MSTRG.16404.1,7964,11856,11662,16693,16682,12775
MSTRG.12858.1,79,117,127,450,373,509
MSTRG.17437.1,253,365,262,330,269,222
MSTRG.18483.1,1185,1723,1374,1560,1262,1566
MSTRG.7647.1,33,27,62,237,156,105
MSTRG.2646.2,128,223,227,329,321,198
MSTRG.13872.1,1720,2667,2789,5517,5282,4856
rna-NR_139756.1,3,2,4,32,25,30
rna-NM_101703.4,6,6,4,9,11,16
MSTRG.10774.1,169,247,208,409,384,412
MSTRG.11936.1,687,1095,683,1434,1234,1416
MSTRG.13320.1,49,34,38,31,49,30
MSTRG.2110.2,825,1200,1148,2677,2476,3920
rna-NM_001197981.1,0,0,0,0,0,0
rna-NM_001331628.1,0,0,0,0,0,0
rna-NM_001334845.1,0,0,0,0,0,0
MSTRG.8741.1,1999,2911,2453,1547,1406,1299
MSTRG.12588.1,508,776,554,995,864,1059
MSTRG.10501.1,29,25,19,26,8,46
rna-NM_102070.4,841,1339,1055,0,1486,1400
MSTRG.9194.1,217,360,337,533,402,359
rna-NM_001331816.1,0,0,0,0,0,0
MSTRG.12249.1,177,218,197,452,503,486
MSTRG.12088.1,20,30,41,14,3,11
rna-NM_103565.6,0,0,0,101,0,0
rna-NM_001331907.1,0,0,0,0,0,0
rna-NM_001334851.1,0,0,0,1381,0,1368
MSTRG.1588.2,60,44,38,80,40,99
MSTRG.17308.1,1615,2398,2142,2469,2309,2370
rna-NM_100567.2,0,6,0,3,3,0
rna-NR_139768.1,26,64,74,66,64,68
MSTRG.12804.1,666,828,645,546,536,580
MSTRG.4058.3,13,14,12,107,115,153
rna-NM_101713.5,30,61,49,101,68,103
rna-NM_001331917.1,0,0,95,91,0,0
rna-NM_106410.3,21,0,13,34,27,84
MSTRG.12758.1,30,71,28,90,83,339
rna-NR_143601.1,0,0,372,0,797,596
rna-NM_105996.4,11,44,35,70,72,92
rna-NM_101433.4,0,0,0,0,0,0
MSTRG.9984.1,234,301,272,388,288,390
rna-NM_106505.5,0,0,0,0,8,16
MSTRG.15219.1,3275,4841,4414,4015,4094,3748
MSTRG.11076.1,14,10,14,5,6,60
MSTRG.10515.1,1450,2079,1896,1171,1123,1310
rna-NM_106282.5,0,0,0,0,0,0
rna-NM_103579.1,0,0,0,0,0,0
MSTRG.6131.1,2797,4169,3700,4436,4357,4403
MSTRG.13335.1,303,525,392,217,240,219
MSTRG.11191.1,41,37,46,69,62,143
rna-NM_106519.2,0,0,0,0,0,0
rna-NM_103108.1,0,0,0,0,0,0
MSTRG.14997.1,2240,3355,3923,12544,11712,14612
MSTRG.10145.1,2669,4081,3476,3783,3557,4232
rna-NR_138965.1,0,0,0,0,0,2
rna-NR_139257.1,0,0,0,0,0,0
MSTRG.9354.1,82,96,123,34,31,39
rna-NM_102003.4,0,0,0,0,0,0
rna-NM_001332305.1,55,95,47,39,32,196
rna-NM_001160997.1,0,0,0,0,0,0
MSTRG.9241.1,92,127,120,230,248,224
rna-NM_104600.3,0,0,0,0,0,0
rna-NM_105240.2,0,0,0,0,0,0
rna-NM_105143.3,0,0,0,0,0,0
rna-NR_138971.1,0,0,0,0,0,0
rna-NM_105052.5,10,14,0,9,14,13
MSTRG.3573.3,4242,6208,5318,4255,4169,4171
rna-NM_102988.5,0,0,0,0,0,0
MSTRG.8040.1,202,286,274,535,422,512
MSTRG.9069.1,511,730,683,485,528,724
MSTRG.12733.1,153,161,191,411,271,794
MSTRG.16822.1,2125,3020,2900,6736,5643,6533
MSTRG.14907.1,2169,3379,3252,1956,1739,2230
rna-NM_105526.3,0,0,0,0,0,0
MSTRG.9075.1,31,34,11,33,23,114
MSTRG.2450.7,236,361,300,378,343,299
rna-NR_138997.1,10,11,4,39,39,45
MSTRG.13215.1,16,19,22,50,30,109
rna-NM_103691.1,0,0,0,0,0,0
rna-NM_001332310.1,0,0,0,0,0,0
MSTRG.17633.1,73,154,126,433,384,482
rna-NM_001198389.2,0,0,0,0,0,0
rna-NM_103130.1,0,0,0,0,0,0
MSTRG.15935.1,608,815,808,1292,1074,1114
MSTRG.14917.1,819,1178,1066,848,846,742
rna-NM_001198395.1,0,0,0,0,0,0
rna-NM_202284.3,0,0,0,0,0,0
rna-NM_105030.3,0,0,0,6,0,0
MSTRG.18352.1,186,375,217,385,331,558
rna-NM_001331680.1,0,0,0,0,0,0
MSTRG.7124.1,1135,1709,1357,1598,1412,1549
rna-NM_105998.3,0,0,0,84,0,0
MSTRG.12568.1,799,1202,868,1167,1170,1310
MSTRG.18231.1,372,412,462,267,210,301
rna-NM_106063.3,0,0,0,0,0,0
MSTRG.12931.1,1992,3076,2491,1695,1519,1679
MSTRG.12501.1,482,776,643,427,338,518
rna-NM_101968.3,3,0,0,52,25,41
MSTRG.14158.1,3056,4729,3789,3341,2535,3015
MSTRG.16531.1,11,16,7,5,14,28
MSTRG.7112.1,116,133,131,167,133,911
rna-NM_180617.1,0,0,0,0,0,0
rna-NR_139530.1,0,0,0,0,0,0
MSTRG.14296.1,179,165,190,370,317,311
rna-NM_101829.4,0,0,169,0,150,0
rna-NM_001332645.1,0,0,0,0,0,0
MSTRG.6753.1,2846,3848,3604,4303,3980,5927
rna-NR_138753.1,1,0,0,0,0,0
MSTRG.13200.1,837,1119,945,613,530,588
rna-NM_001123981.1,0,0,0,0,0,0
rna-NM_105516.3,0,0,3,3,6,3
rna-NM_001331321.1,0,0,0,0,0,0
MSTRG.16670.1,82,58,83,978,652,780
MSTRG.5618.1,6,30,14,25,5,5
rna-NM_001333713.1,0,0,0,0,0,0
MSTRG.1520.2,39991,56207,46213,7146,5192,4338
MSTRG.11772.1,1281,2108,1566,1463,1248,1474
MSTRG.5326.2,2004,2666,2691,3908,3567,4494
rna-NM_179543.3,0,0,0,0,0,0
rna-NR_139159.1,0,0,0,0,0,0
MSTRG.12595.1,1109,1725,1292,2103,1694,1819
MSTRG.7259.1,1906,2349,2208,3674,2735,2699
MSTRG.210.7,241,363,307,335,312,598
MSTRG.15135.1,108,140,128,203,214,192
rna-NM_100725.4,734,1217,1081,2654,2132,3204
rna-NM_001332461.1,0,0,0,0,0,0
rna-NM_001333373.1,0,0,0,0,0,0
MSTRG.305.1,733,1138,1050,1469,1536,1202
MSTRG.14081.1,414,732,571,798,811,883
MSTRG.6743.1,0,0,3,33,21,31
MSTRG.2764.1,391,645,525,576,422,658
rna-gnl|JCVI|mRNA.AT1G43920.1,0,0,0,0,0,0
MSTRG.2723.2,59,86,42,13,16,42
MSTRG.7380.1,124,203,136,344,414,315
rna-NM_105528.5,378,416,308,126,156,178
MSTRG.482.2,2309,3570,3037,6404,5883,5745
MSTRG.15764.1,1460,1984,1757,3759,3797,4755
rna-NM_001334437.1,0,0,0,0,0,0
rna-NR_138670.1,0,0,0,0,0,0
MSTRG.8667.1,53,87,79,240,140,240
rna-NM_101058.2,0,0,0,0,0,0
MSTRG.6482.1,151,266,183,453,350,584
rna-NM_100606.4,0,0,0,0,0,0
rna-NM_101950.3,0,0,0,0,0,0
MSTRG.11741.1,194,297,251,439,410,417
rna-NM_001036147.1,0,0,0,0,0,0
rna-NM_001334600.1,0,0,0,0,0,0
rna-NM_001333092.1,73,86,42,85,62,178
rna-NM_101833.4,0,0,0,0,0,0
rna-NR_139362.1,0,0,0,0,0,0
rna-NM_001332233.1,0,0,0,0,0,0
MSTRG.4876.4,27,37,67,75,71,179
MSTRG.4876.5,15,43,31,75,66,80
MSTRG.4876.6,183,358,292,644,637,303
MSTRG.6421.1,1911,2989,2028,1696,1492,1852
rna-NM_106197.3,0,0,0,0,0,0
rna-NM_104978.5,643,1043,896,2059,1814,2477
MSTRG.9538.1,239,298,252,341,313,427
rna-NM_001124152.5,0,0,0,0,0,0
MSTRG.16182.1,3,0,0,33,23,29
MSTRG.5812.1,126,149,142,93,69,77
MSTRG.12172.1,180,342,281,530,371,557
rna-NM_102216.1,0,0,0,0,0,0
MSTRG.6837.1,856,1285,1166,1224,1087,1243
MSTRG.12135.1,337,392,442,742,564,721
MSTRG.18375.1,309,489,382,1034,1052,865
rna-NM_100585.2,18,58,36,30,38,15
rna-NM_001198083.1,0,0,0,0,0,4
MSTRG.12855.1,4629,6415,5453,3731,3423,3587
rna-NM_103746.3,0,0,0,0,0,0
MSTRG.16639.1,30,81,89,131,85,235
MSTRG.8449.1,23,15,15,3,11,34
MSTRG.12683.1,36,77,55,49,56,114
rna-NM_103898.5,0,0,0,0,0,0
rna-NM_001160941.2,0,0,0,0,0,0
MSTRG.2836.1,271,542,304,449,370,506
MSTRG.11767.1,4901,6043,6232,3891,3131,4094
MSTRG.18729.1,586,719,536,173,218,131
rna-NM_104878.4,343,453,356,662,695,860
MSTRG.6634.1,66,92,95,445,276,361
rna-NM_001333287.1,0,0,0,0,0,0
MSTRG.13103.1,5,17,11,16,6,12
MSTRG.1818.1,463,626,598,2161,1774,2230
MSTRG.16931.1,2544,3322,2974,2073,1736,1932
MSTRG.10609.1,51,67,39,60,54,302
rna-NM_001334950.1,4958,7063,0,3848,0,0
MSTRG.10382.1,14,26,23,223,100,171
rna-NM_148467.2,53,66,67,43,45,105
MSTRG.15586.1,2361,3031,2698,2165,1419,1829
MSTRG.9100.1,9,7,10,9,5,31
MSTRG.11388.1,316,436,345,489,382,466
MSTRG.3908.1,618,1077,846,301,356,269
MSTRG.663.5,25,39,18,24,21,61
MSTRG.663.4,124,202,121,116,62,209
MSTRG.8441.1,649,944,773,1171,1147,1282
MSTRG.5517.1,2646,3955,3237,2994,2797,3430
rna-NM_100511.3,541,663,729,1301,833,4300
rna-NM_105413.4,0,0,0,0,0,0
rna-NM_179570.2,0,0,0,0,0,0
rna-NM_001333012.1,0,0,0,0,0,0
MSTRG.10732.1,493,705,503,2055,1808,2330
rna-NM_106336.4,333,485,384,339,170,1037
rna-NM_101584.4,0,0,0,0,0,0
rna-NM_100282.4,94,177,152,125,141,172
MSTRG.5180.3,185,384,282,224,324,181
MSTRG.1115.2,839,1331,895,1711,1306,1818
rna-NM_001084245.2,0,0,0,10,4,0
rna-NM_106205.3,0,0,15,22,11,11
rna-NM_001198396.2,0,0,0,0,0,0
rna-NM_104860.5,200,374,0,0,0,0
rna-NM_001332011.1,95,124,145,247,189,233
rna-NM_105544.3,0,0,0,0,0,0
MSTRG.7640.1,71,100,88,74,64,88
MSTRG.9485.1,1444,2220,2227,3257,2656,3037
rna-NM_001332118.1,35,46,25,79,52,111
rna-NM_001332005.1,0,0,0,0,0,0
MSTRG.10832.1,14,14,46,526,388,463
MSTRG.6892.1,8,18,19,19,11,116
MSTRG.11935.1,22,26,29,11,21,111
rna-NM_001331641.1,0,0,0,0,0,0
rna-NM_179368.2,0,0,0,0,0,0
rna-NM_101906.4,0,0,0,0,0,0
MSTRG.11494.1,970,1525,1151,1505,1193,1779
MSTRG.17008.1,1274,2014,1551,768,758,899
MSTRG.836.2,390,604,574,965,946,824
MSTRG.2987.3,616,1088,802,278,252,158
MSTRG.11581.1,11,11,13,60,49,66
MSTRG.7364.1,2222,3753,3568,7075,7199,6666
MSTRG.2551.2,458,699,683,1702,1693,1997
MSTRG.4657.2,721,1029,863,806,728,915
MSTRG.16919.1,180,276,279,570,609,614
rna-NM_001331542.1,0,0,0,0,0,0
rna-NM_001197968.1,0,0,0,0,0,0
MSTRG.977.2,1510,2236,2382,4607,3605,5333
MSTRG.5078.5,2,6,4,4,6,11
MSTRG.13098.1,3,2,2,54,27,35
rna-NM_100252.3,176,235,229,485,358,336
rna-NM_104092.3,0,0,0,0,0,0
rna-NM_001084063.1,0,0,0,0,0,0
rna-NM_179352.5,0,0,0,0,0,0
MSTRG.5919.1,872,1261,1066,1107,1125,771
MSTRG.8258.1,1363,1987,1942,2752,2592,3343
rna-NM_102912.5,43,52,90,110,62,268
MSTRG.10398.1,25,32,16,144,112,117
rna-NM_001334498.1,1963,2677,0,1699,8,1739
rna-NM_202173.1,0,0,0,0,0,0
MSTRG.14798.1,74,89,61,64,27,150
rna-NM_001332610.1,0,0,0,0,0,0
MSTRG.15102.1,177,307,229,625,556,755
rna-NM_102935.1,0,0,0,0,0,0
MSTRG.1466.2,3686,4707,4629,4756,4819,4516
rna-NM_103917.1,0,0,0,0,0,0
rna-NR_138925.1,0,0,0,0,0,0
MSTRG.5069.3,1296,2088,1745,2477,2264,1895
rna-NM_001332703.1,0,0,0,0,0,0
MSTRG.13066.1,8,22,3,5,2,7
MSTRG.341.3,28,53,33,20,21,27
rna-NM_104607.3,0,0,0,0,0,0
MSTRG.9246.1,35,31,28,26,68,15
rna-NR_139725.1,0,3,0,0,0,0
MSTRG.11178.1,7,7,13,9,7,49
MSTRG.15487.1,15,52,33,618,577,576
MSTRG.10376.1,80,85,178,1499,1106,1540
rna-NM_001333842.1,0,46,42,137,1,178
rna-NM_105055.3,0,0,0,0,0,0
rna-NM_001332462.1,12,16,33,127,133,170
rna-NM_101194.2,0,0,0,0,0,0
MSTRG.7394.1,119,173,116,105,98,342
rna-NM_001333670.1,133,363,198,96,0,327
MSTRG.5081.2,49,39,41,61,28,195
rna-NM_001334513.1,0,0,0,0,0,0
rna-NM_102921.5,126,118,111,154,111,193
MSTRG.10191.1,460,742,553,354,283,372
rna-NM_101639.3,396,816,599,255,145,560
MSTRG.14706.1,2530,3740,3142,3941,3158,4256
rna-NM_001333191.1,0,0,0,0,0,0
MSTRG.953.1,109,192,129,57,68,36
MSTRG.11810.1,17,3,25,104,108,108
MSTRG.1120.7,27,26,112,119,8,295
MSTRG.1120.6,6,11,35,31,9,49
MSTRG.1120.5,93,145,323,356,123,273
rna-NR_138930.1,0,0,0,0,0,0
rna-NM_104012.3,0,0,0,0,0,0
rna-NM_102551.1,19,39,13,0,18,10
MSTRG.6666.1,640,1056,730,1653,1528,1877
MSTRG.18183.1,4,16,14,8,16,46
MSTRG.11800.1,527,648,625,1541,1313,1812
rna-NM_001334560.1,0,0,0,0,0,0
MSTRG.12343.1,2959,4020,3844,3056,2463,2822
rna-NM_001123763.1,0,0,1,0,0,1
rna-gnl|WGS:|mrna.AT1G47880-RA,0,0,0,0,0,0
MSTRG.3522.2,81,113,142,401,340,228
MSTRG.8714.1,1057,1456,1454,1411,1231,1512
MSTRG.536.2,269,332,351,533,530,562
rna-NM_102025.3,0,0,0,0,0,0
MSTRG.14385.1,404,596,517,568,398,667
MSTRG.14094.1,3,29,27,375,275,437
MSTRG.15557.1,572,963,805,1596,1420,1355
MSTRG.17232.1,14,25,21,79,88,102
rna-NM_102458.2,0,0,0,0,0,0
MSTRG.16360.1,226,367,318,188,122,299
MSTRG.7385.1,112,180,164,415,368,302
MSTRG.3679.4,585,940,807,1128,905,474
MSTRG.18396.1,428,641,484,2306,1939,2229
MSTRG.3679.2,32,56,37,43,45,82
MSTRG.3679.3,36,77,51,75,56,80
rna-NM_001035919.3,0,0,0,0,0,0
MSTRG.17460.1,16,33,30,17,16,13
rna-NM_001331890.1,0,0,0,0,0,0
rna-NM_106087.5,0,0,0,0,0,0
MSTRG.12370.1,1313,2018,1648,777,635,965
rna-NM_102031.4,0,0,0,0,0,0
rna-gnl|JCVI|mRNA.AT1G41710.1,0,0,0,0,0,0
rna-NM_106581.3,0,0,0,0,0,0
MSTRG.14131.1,649,891,876,2475,2167,3061
rna-NM_001332596.1,0,0,0,0,0,0
rna-gnl|JCVI|mRNA.AT1G41726.1,0,0,0,0,0,0
rna-NM_001331617.1,0,0,0,0,13,0
MSTRG.8501.1,5132,6648,6810,7590,6268,7918
MSTRG.1229.3,16,18,15,20,16,58
MSTRG.1229.2,3183,4656,4247,5582,5258,7643
rna-NR_139393.1,0,0,0,0,0,0
MSTRG.17248.1,126,154,127,148,114,706
rna-NM_001333498.1,0,8,0,0,0,0
MSTRG.3166.1,236,336,259,328,348,354
rna-NM_103223.4,0,0,0,0,0,0
MSTRG.11878.1,16,9,48,199,131,86
rna-NR_139470.1,0,2,5,6,4,6
rna-NM_102725.5,366,0,533,0,1166,0
rna-NM_100726.5,162,327,294,373,0,0
rna-NM_001334182.1,545,708,436,544,499,486
rna-NM_202371.2,0,0,0,0,0,0
rna-NR_139559.1,35,58,29,104,103,149
MSTRG.13907.1,184,314,295,561,496,543
rna-NM_001198127.2,84,65,105,71,88,449
rna-NM_105215.3,0,0,0,0,0,0
rna-NM_106583.6,577,859,701,818,763,1255
MSTRG.7681.1,1747,2636,2116,1676,1630,2047
rna-NM_001332914.1,0,0,0,0,33,0
rna-NM_001198137.1,0,0,0,0,0,0
MSTRG.1081.2,2449,4118,3392,6264,5467,8235
MSTRG.7502.1,199,279,277,856,768,860
MSTRG.1081.4,9,12,13,3,10,10
rna-NM_102739.4,646,935,889,1744,1776,1344
MSTRG.13917.1,3,7,2,2,29,31
rna-NM_179470.4,0,0,0,0,0,0
rna-NM_001334201.1,0,0,0,0,0,0
MSTRG.1302.3,10,25,7,1,1,11
rna-NM_148648.1,0,0,0,0,0,0
MSTRG.2152.3,626,1114,798,1039,986,629
rna-NM_100605.3,1786,1681,1855,979,613,912
MSTRG.9635.1,703,1023,718,825,751,967
MSTRG.14676.1,1029,1412,1345,2542,2044,3169
MSTRG.15037.1,613,829,706,654,619,765
MSTRG.8285.1,4215,6333,5709,8343,7678,9529
rna-NM_104470.3,108,105,84,181,104,170
rna-NM_148632.2,0,0,0,0,0,0
MSTRG.12188.1,1218,1818,1366,1403,1362,1903
rna-NM_105201.5,0,0,0,0,0,0
rna-NR_138853.1,0,0,0,0,0,0
MSTRG.5734.1,108,206,126,101,89,357
MSTRG.4030.2,2437,3670,3405,5688,5769,4820
rna-NM_001333693.1,0,0,245,325,0,516
MSTRG.9002.1,1250,1999,1664,5970,5656,9036
MSTRG.10132.1,604,760,745,712,496,532
rna-NM_105182.5,283,290,282,186,98,263
MSTRG.16648.1,58,87,81,100,105,169
MSTRG.16748.1,636,876,778,1078,1040,1613
rna-NM_103666.1,0,0,0,0,6,0
rna-NM_001334472.1,0,0,0,0,0,0
MSTRG.15559.1,2041,3118,2857,3173,3153,3855
MSTRG.16181.1,5,11,5,2,4,27
rna-NM_001198497.1,22,50,41,6,0,1
rna-NM_103165.2,25,38,14,30,19,17
rna-NM_001035925.2,0,0,0,0,0,0
MSTRG.1571.3,1107,1472,1306,1376,1188,1343
MSTRG.1571.2,158,284,206,175,146,550
MSTRG.5082.2,32,55,59,151,100,411
rna-NM_179465.2,0,0,0,0,0,0
rna-NM_100380.4,41,34,38,17,47,31
MSTRG.5082.4,181,253,312,863,700,621
MSTRG.16776.1,53262,71753,60340,12220,10090,9653
rna-NM_001332557.1,99,221,236,202,158,481
MSTRG.8291.1,119,166,148,438,654,325
MSTRG.7153.1,51,48,94,240,192,252
MSTRG.10047.1,162,270,276,1495,1356,1620
rna-NR_139571.1,0,0,0,0,0,0
MSTRG.3784.3,533,785,607,530,405,594
MSTRG.3784.2,34,78,56,22,29,125
rna-NM_100195.3,628,1061,724,914,840,437
MSTRG.14447.1,589,784,850,3377,2632,3626
rna-NM_001036170.1,0,0,0,0,0,0
rna-NM_001333937.1,0,0,0,0,0,0
MSTRG.10352.1,292,507,337,406,336,325
rna-NM_103745.7,0,0,0,0,0,0
rna-NM_102358.4,0,0,0,0,0,0
MSTRG.14233.1,990,1522,1305,3168,3199,2558
rna-NM_001333284.1,0,0,0,0,0,0
MSTRG.17930.1,2213,3324,3972,11020,8872,9774
MSTRG.4474.2,53,57,39,236,251,233
rna-NR_139565.1,0,0,0,0,0,0
rna-NM_102464.4,13,14,0,60,0,0
rna-NM_001331962.1,0,10,0,43,30,40
rna-NM_001333496.1,1673,1973,2196,2221,2600,0
rna-NM_100911.6,0,0,0,0,0,0
MSTRG.16936.1,212,277,252,244,232,651
MSTRG.17541.1,1044,1537,1328,869,902,902
rna-NM_001332924.1,0,0,0,0,0,0
rna-NM_099992.3,0,0,0,0,0,0
rna-NM_202190.1,0,0,0,0,0,0
MSTRG.10219.1,0,7,6,95,67,154
MSTRG.16794.1,6,39,14,17,16,48
MSTRG.18153.1,563,940,644,1281,957,1604
rna-NM_202085.2,315,485,637,8579,6972,7207
MSTRG.18313.1,300,354,251,124,116,117
MSTRG.13565.1,1763,2400,1832,2185,2022,2358
rna-NM_001334908.1,0,0,0,0,0,0
rna-NM_100189.3,0,0,0,0,0,0
MSTRG.8814.1,45,87,50,129,85,102
MSTRG.17965.1,22,43,40,58,69,209
MSTRG.7272.1,761,1125,963,1526,1208,1591
MSTRG.8901.1,105,157,148,128,141,447
rna-NM_001084338.2,0,0,0,0,0,0
rna-NM_202099.1,877,1445,1207,2283,2092,2252
rna-NR_139727.1,0,0,0,0,0,0
rna-NM_100578.4,0,0,0,0,0,0
rna-NR_139135.1,0,0,0,8,5,6
MSTRG.5956.1,29,54,23,13,10,130
rna-NR_138631.1,0,0,0,0,0,0
rna-NM_106708.4,1814,2398,2241,2483,2099,2679
rna-NM_104260.5,41,94,79,33,21,33
rna-NM_101402.3,0,0,0,176,0,0
MSTRG.10205.1,305,373,455,2489,2822,2099
rna-NM_001331266.1,0,0,0,0,0,0
MSTRG.12186.1,213,296,363,2045,1759,2256
MSTRG.15731.1,4161,6239,4986,3746,3446,3365
MSTRG.6283.1,262,376,325,784,675,808
MSTRG.9486.1,167,210,193,78,73,83
rna-NR_139121.1,0,0,0,0,0,0
rna-NR_138625.1,0,0,0,2,5,6
rna-NM_103051.5,0,0,0,0,0,0
rna-gnl|JCVI|mRNA.AT1G40095.1,0,0,0,0,0,0
rna-NR_138778.1,3,2,2,6,6,12
rna-NM_148450.4,0,0,0,0,0,0
MSTRG.12841.1,333,513,416,685,527,876
rna-NM_101905.5,0,0,0,0,0,0
MSTRG.16441.1,3045,3829,3855,4205,3379,4106
MSTRG.11586.1,3,3,3,33,29,29
MSTRG.3093.2,1068,1704,1373,1751,1798,926
MSTRG.3093.3,125,260,213,162,156,343
rna-NM_106732.4,17,21,16,56,49,47
rna-NM_001331541.1,0,0,0,0,0,0
MSTRG.11201.1,73,98,133,190,164,384
MSTRG.7076.1,5,13,6,4,7,26
MSTRG.10238.1,21,14,4,26,19,34
rna-NM_105758.4,0,0,0,0,0,0
rna-NM_106689.5,0,233,122,0,0,212
MSTRG.17854.1,2121,3480,2928,5847,5326,7527
MSTRG.3300.3,253,390,283,358,308,389
rna-gnl|WGS:|mrna.AT1G25209-RA,14,19,37,14,0,51
MSTRG.4296.3,53,124,79,50,49,97
MSTRG.16669.1,220,86,179,1472,1024,1317
MSTRG.10415.1,49,89,77,84,51,328
rna-NM_001333953.1,0,267,0,245,213,231
rna-NM_100540.7,0,0,0,0,0,0
rna-NM_104498.4,0,0,0,0,0,0
rna-NM_101328.4,130,140,162,103,115,753
MSTRG.11127.1,203,297,291,251,159,527
MSTRG.8929.1,1624,2493,2023,1532,1410,1574
rna-NM_102785.5,130,193,147,114,117,321
MSTRG.8051.1,196,202,211,277,197,532
MSTRG.3083.2,244,398,405,344,306,464
MSTRG.12954.1,7862,11658,10579,21029,18250,27118
rna-NM_100550.3,104,149,99,190,139,403
MSTRG.7329.1,21,15,35,31,25,144
MSTRG.7090.1,20,23,22,72,17,29
MSTRG.9420.1,172,301,200,162,181,301
rna-NM_001333131.1,0,0,0,0,0,0
MSTRG.6792.1,226,331,242,331,301,298
rna-NM_101690.3,0,0,0,0,0,0
rna-gnl|JCVI|mRNA.AT1G38270.1,0,0,0,0,0,0
rna-NM_001160900.2,0,0,0,0,0,0
MSTRG.8036.1,3599,5104,4253,1606,1236,1426
MSTRG.12611.1,552,811,656,1779,1742,1378
rna-NM_103914.3,0,0,0,0,0,0
rna-NM_001332811.1,0,0,0,0,0,0
MSTRG.5552.1,193,314,258,466,343,489
rna-NM_001333867.1,0,0,0,0,0,0
MSTRG.10665.1,1088,1541,1428,1630,1567,1401
rna-NM_001332250.1,0,0,0,0,0,0
rna-NR_139303.1,0,0,0,6,0,0
rna-NR_139212.1,0,0,0,0,0,0
MSTRG.7335.1,8832,12754,12942,34408,31331,31321
MSTRG.13771.1,41,62,66,280,261,156
rna-NR_139804.1,2699,4568,2844,795,728,818
rna-gnl|WGS:|mrna.AT1G40069-RA,0,0,0,0,0,0
MSTRG.10671.1,638,1023,906,684,557,744
rna-gnl|JCVI|mRNA.AT1G35745.1,0,0,0,0,0,0
MSTRG.12274.1,10,9,9,12,11,89
MSTRG.5177.3,2510,3831,3404,2203,2078,1951
rna-NM_106222.3,0,0,0,0,0,0
MSTRG.3328.2,1600,2121,2063,3177,3039,4210
MSTRG.15153.1,351,538,514,1590,1482,1938
rna-NM_101450.5,45,24,21,132,21,19
MSTRG.11135.1,824,1244,954,1884,1621,2698
rna-gnl|WGS:|mrna.AT1G58130-RA,0,0,0,0,0,0
MSTRG.11351.1,890,1064,865,1289,1119,1450
MSTRG.10459.1,23,28,30,33,23,62
rna-NM_001084368.2,0,0,0,0,0,0
rna-NR_139080.1,0,0,0,0,0,0
rna-NR_139836.1,0,0,0,0,0,0
MSTRG.14059.1,48,58,66,290,283,341
rna-NM_001331614.1,0,0,0,0,0,0
MSTRG.10697.1,5,7,10,29,2,50
MSTRG.108.2,571,991,805,1801,1842,1764
MSTRG.15143.1,57,44,95,652,347,269
rna-NR_143471.1,0,6,3,16,20,14
rna-NR_143402.1,0,0,0,0,0,0
